 no_of_dependents, education, self_employed, income_annual, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1,1,1,0.3402061855670103,0.19897959183673466,10,0.5433333333333334,0.2465753424657534,0.28350515463917525,0.17737789203084833,0.19727891156462588,1
0,2,1,0.8247422680412371,0.7270408163265305,4,0.5316666666666667,0.3116438356164384,0.05670103092783505,0.5835475578406171,0.4285714285714286,1
2,2,1,0.7525773195876289,0.4489795918367347,20,0.7233333333333334,0.3150684931506849,0.28350515463917525,0.5835475578406171,0.33333333333333337,1
1,1,1,0.7010309278350515,0.645408163265306,6,0.20000000000000007,0.5205479452054794,0.5927835051546392,0.3856041131105398,0.5918367346938775,0
5,2,1,0.3814432989690722,0.2040816326530612,18,0.5,0.136986301369863,0.03092783505154639,0.2596401028277635,0.380952380952381,1
3,1,1,0.4639175257731959,0.32908163265306123,12,0.2333333333333334,0.1404109589041096,0.17010309278350516,0.4190231362467866,0.29251700680272114,0
5,2,1,0.15463917525773194,0.12499999999999999,16,0.8666666666666667,0.06164383561643835,0.06185567010309278,0.09511568123393316,0.06802721088435375,1
0,1,2,0.23711340206185563,0.1913265306122449,8,0.2283333333333334,0.20205479452054792,0.0,0.14138817480719795,0.22448979591836737,0
1,2,1,0.020618556701030927,0.028061224489795915,12,0.28,0.0273972602739726,0.0,0.030848329048843187,0.0272108843537415,0
0,2,1,0.22680412371134018,0.22448979591836732,8,0.1133333333333334,0.07876712328767123,0.010309278350515464,0.13624678663239076,0.22448979591836737,0
4,1,2,0.5670103092783505,0.5510204081632653,2,0.9516666666666667,0.11301369863013698,0.08762886597938144,0.36246786632390743,0.41496598639455784,1
1,1,2,0.9896907216494845,0.9591836734693877,4,0.8600000000000001,0.75,0.6288659793814433,0.6632390745501286,0.5782312925170069,1
5,1,2,0.9072164948453607,0.8290816326530611,4,0.7883333333333333,0.3664383561643836,0.211340206185567,0.4781491002570694,0.7823129251700681,1
3,2,2,0.061855670103092786,0.06887755102040817,14,0.4600000000000001,0.04452054794520548,0.06701030927835051,0.059125964010282785,0.0272108843537415,1
1,1,2,0.14432989690721648,0.10714285714285714,14,0.6216666666666668,0.0684931506849315,0.13917525773195877,0.08740359897172237,0.08843537414965986,1
0,1,1,0.9896907216494845,0.8622448979591836,20,0.7666666666666668,0.7397260273972602,0.4845360824742268,0.8508997429305913,0.9251700680272109,1
5,2,1,0.27835051546391754,0.18367346938775508,12,0.6300000000000001,0.11986301369863013,0.15463917525773196,0.27249357326478146,0.25170068027210885,1
4,2,1,0.3814432989690722,0.29846938775510207,14,0.9883333333333335,0.2089041095890411,0.2422680412371134,0.32390745501285345,0.35374149659863946,1
0,1,1,0.3195876288659794,0.22193877551020405,18,0.7566666666666668,0.2123287671232877,0.20103092783505155,0.16966580976863754,0.3197278911564626,1
3,1,1,0.05154639175257732,0.04846938775510204,8,0.5283333333333333,0.05821917808219178,0.020618556701030927,0.053984575835475584,0.06122448979591837,1
3,2,1,0.845360824742268,0.7448979591836734,20,0.6016666666666668,0.5034246575342466,0.17525773195876287,0.7352185089974294,0.7414965986394558,1
1,1,1,0.3917525773195876,0.3010204081632653,12,0.09333333333333338,0.363013698630137,0.12886597938144329,0.39331619537275064,0.34013605442176875,0
0,2,1,0.17525773195876287,0.1530612244897959,16,0.8516666666666668,0.0410958904109589,0.005154639175257732,0.12339331619537276,0.1292517006802721,1
0,2,2,0.3814432989690722,0.3647959183673469,2,0.7166666666666668,0.3184931506849315,0.20618556701030927,0.3676092544987147,0.3673469387755102,1
5,2,2,0.7422680412371133,0.45153061224489793,2,0.8200000000000001,0.18493150684931509,0.4845360824742268,0.5038560411311055,0.36054421768707484,1
5,2,1,0.5876288659793814,0.4005102040816326,6,0.8300000000000001,0.547945205479452,0.25773195876288657,0.30848329048843187,0.2108843537414966,1
2,2,2,0.12371134020618556,0.0663265306122449,12,0.31666666666666676,0.023972602739726026,0.08247422680412371,0.13367609254498716,0.08843537414965986,0
2,1,1,0.16494845360824742,0.13265306122448978,6,0.2466666666666667,0.10273972602739725,0.015463917525773195,0.13624678663239076,0.08843537414965986,0
0,1,1,0.08247422680412371,0.07142857142857142,6,0.3750000000000001,0.0684931506849315,0.08762886597938144,0.06426735218508997,0.09523809523809525,0
1,1,2,0.7422680412371133,0.48214285714285715,20,0.19166666666666676,0.07876712328767123,0.24742268041237112,0.7429305912596402,0.4761904761904762,0
5,1,2,0.2577319587628866,0.2627551020408163,16,0.32666666666666677,0.030821917808219176,0.14948453608247422,0.24164524421593833,0.163265306122449,0
1,2,1,0.3505154639175258,0.32653061224489793,8,0.405,0.10273972602739725,0.005154639175257732,0.24678663239074553,0.1836734693877551,0
5,1,2,0.7010309278350515,0.461734693877551,12,0.3666666666666667,0.1643835616438356,0.61340206185567,0.42930591259640105,0.2585034013605442,0
4,2,1,0.49484536082474223,0.45153061224489793,14,0.011666666666666714,0.18493150684931509,0.28865979381443296,0.3213367609254499,0.22448979591836737,0
2,1,2,0.16494845360824742,0.1377551020408163,14,0.33666666666666667,0.05136986301369863,0.05670103092783505,0.10539845758354756,0.08843537414965986,0
2,1,1,0.4639175257731959,0.29846938775510207,6,0.3416666666666667,0.11986301369863013,0.1958762886597938,0.455012853470437,0.1564625850340136,0
2,2,1,0.6701030927835051,0.5816326530612245,4,0.00666666666666671,0.4965753424657534,0.36597938144329895,0.6169665809768639,0.6802721088435375,1
5,2,2,0.5773195876288659,0.4387755102040816,10,0.6983333333333335,0.20205479452054792,0.0979381443298969,0.3110539845758355,0.2108843537414966,1
0,1,1,0.5876288659793814,0.5714285714285714,18,0.925,0.4623287671232877,0.3247422680412371,0.36503856041131105,0.272108843537415,1
4,2,2,0.5979381443298969,0.39540816326530615,18,0.4883333333333334,0.2363013698630137,0.24742268041237112,0.33161953727506427,0.435374149659864,1
1,2,1,0.05154639175257732,0.028061224489795915,10,0.3716666666666667,0.0273972602739726,0.05670103092783505,0.03341902313624679,0.06122448979591837,0
0,2,1,0.36082474226804123,0.32653061224489793,14,0.14166666666666672,0.3664383561643836,0.35051546391752575,0.22879177377892032,0.33333333333333337,0
0,1,1,0.7113402061855669,0.4846938775510204,6,0.8050000000000002,0.136986301369863,0.24742268041237112,0.5526992287917738,0.34013605442176875,1
5,1,1,0.09278350515463918,0.09183673469387756,2,0.3966666666666667,0.017123287671232876,0.06701030927835051,0.10282776349614396,0.108843537414966,1
3,2,1,0.9587628865979381,0.5051020408163265,2,0.3433333333333334,0.5787671232876712,0.041237113402061855,0.8329048843187662,0.7482993197278912,0
4,2,1,0.20618556701030927,0.211734693877551,2,0.2683333333333334,0.05136986301369863,0.15463917525773196,0.11311053984575835,0.14285714285714288,1
4,2,1,0.5463917525773195,0.5025510204081632,8,0.6100000000000001,0.13356164383561642,0.2422680412371134,0.455012853470437,0.5374149659863946,1
3,2,1,0.4329896907216495,0.40816326530612246,20,0.43500000000000005,0.1917808219178082,0.41237113402061853,0.30077120822622105,0.272108843537415,1
5,2,2,0.49484536082474223,0.26785714285714285,10,0.07500000000000007,0.4246575342465754,0.25773195876288657,0.35475578406169667,0.4285714285714286,0
4,2,1,0.6082474226804123,0.3112244897959184,14,0.9366666666666668,0.3904109589041096,0.07731958762886598,0.5552699228791774,0.46258503401360546,1
3,2,2,0.8144329896907216,0.5612244897959183,10,0.6433333333333333,0.702054794520548,0.44845360824742264,0.48586118251928023,0.4217687074829932,1
4,1,1,0.7010309278350515,0.4923469387755102,8,0.6800000000000002,0.6061643835616438,0.13402061855670103,0.6169665809768639,0.30612244897959184,1
4,2,2,0.556701030927835,0.36989795918367346,20,0.5933333333333335,0.3321917808219178,0.4742268041237113,0.29048843187660667,0.44217687074829937,1
4,1,2,0.16494845360824742,0.17091836734693877,14,0.7383333333333335,0.09246575342465753,0.05154639175257732,0.10796915167095116,0.10204081632653061,1
2,1,2,0.3505154639175258,0.3010204081632653,14,0.18000000000000005,0.3493150684931507,0.21649484536082475,0.3264781491002571,0.3673469387755102,0
5,1,2,0.04123711340206185,0.025510204081632647,14,0.18000000000000005,0.03767123287671233,0.015463917525773195,0.03341902313624679,0.06122448979591837,0
1,1,1,0.4845360824742268,0.413265306122449,12,0.2316666666666667,0.2602739726027397,0.07216494845360824,0.2570694087403599,0.489795918367347,0
3,1,1,0.288659793814433,0.173469387755102,6,0.19166666666666676,0.07191780821917808,0.29381443298969073,0.2365038560411311,0.17006802721088438,0
0,2,1,0.3711340206185567,0.2627551020408163,12,0.31666666666666676,0.11643835616438356,0.33505154639175255,0.36246786632390743,0.2108843537414966,0
1,1,1,0.7628865979381443,0.7576530612244897,16,0.9733333333333334,0.4589041095890411,0.18556701030927836,0.43444730077120824,0.7346938775510204,1
4,1,2,0.7835051546391752,0.6403061224489796,18,0.20833333333333337,0.10616438356164383,0.7216494845360825,0.776349614395887,0.489795918367347,0
0,1,2,0.6804123711340205,0.5459183673469387,20,0.7166666666666668,0.6027397260273972,0.06701030927835051,0.4704370179948586,0.2448979591836735,1
4,1,1,0.5876288659793814,0.4336734693877551,20,0.595,0.0547945205479452,0.28865979381443296,0.3264781491002571,0.27891156462585037,1
2,2,2,0.4845360824742268,0.42091836734693877,10,0.30000000000000004,0.07876712328767123,0.4587628865979381,0.3161953727506427,0.1836734693877551,0
3,2,1,0.09278350515463918,0.07142857142857142,16,0.09333333333333338,0.04794520547945205,0.005154639175257732,0.06940874035989716,0.108843537414966,0
1,2,1,0.9896907216494845,0.9107142857142856,12,0.5483333333333333,0.9623287671232876,0.211340206185567,0.7583547557840618,0.761904761904762,1
1,1,1,0.10309278350515463,0.11224489795918367,2,0.6116666666666668,0.0410958904109589,0.015463917525773195,0.10025706940874035,0.054421768707483,1
0,2,2,0.4639175257731959,0.2857142857142857,18,0.43166666666666675,0.2602739726027397,0.0,0.4730077120822622,0.17687074829931973,1
4,1,2,0.6701030927835051,0.4005102040816326,4,0.8183333333333334,0.003424657534246575,0.6701030927835051,0.5244215938303343,0.35374149659863946,1
0,2,1,0.36082474226804123,0.28061224489795916,6,0.3966666666666667,0.21575342465753422,0.020618556701030927,0.2596401028277635,0.3673469387755102,0
2,1,2,0.7422680412371133,0.4005102040816326,20,0.09666666666666668,0.5753424657534246,0.28350515463917525,0.6812339331619538,0.29251700680272114,0
2,2,2,0.3195876288659794,0.29081632653061223,14,0.2316666666666667,0.1404109589041096,0.3247422680412371,0.20565552699228792,0.11564625850340136,0
2,1,1,0.4742268041237113,0.3826530612244898,12,0.3383333333333334,0.11643835616438356,0.20618556701030927,0.30077120822622105,0.29251700680272114,0
4,1,1,0.4536082474226804,0.29591836734693877,6,0.8500000000000001,0.386986301369863,0.422680412371134,0.442159383033419,0.35374149659863946,1
1,1,1,0.8041237113402061,0.7729591836734693,14,0.0033333333333334103,0.4383561643835617,0.6752577319587628,0.6066838046272495,0.46258503401360546,0
0,2,2,0.4020618556701031,0.21683673469387754,18,0.0,0.3767123287671233,0.32989690721649484,0.21336760925449874,0.2380952380952381,0
4,2,2,0.24742268041237112,0.17602040816326528,16,0.52,0.04794520547945205,0.05154639175257732,0.14138817480719795,0.09523809523809525,1
3,2,2,0.1134020618556701,0.11989795918367348,6,0.6433333333333333,0.0958904109589041,0.10309278350515463,0.09768637532133675,0.06122448979591837,1
0,1,1,0.21649484536082472,0.11734693877551021,12,0.18166666666666675,0.11643835616438356,0.12371134020618556,0.11311053984575835,0.217687074829932,0
5,1,2,0.010309278350515462,0.01530612244897959,6,0.32000000000000006,0.030821917808219176,0.015463917525773195,0.010282776349614397,0.0272108843537415,0
0,1,1,0.7010309278350515,0.5459183673469387,20,0.33000000000000007,0.22945205479452052,0.28350515463917525,0.37017994858611825,0.2653061224489796,0
3,2,1,0.4329896907216495,0.27040816326530615,18,0.5183333333333333,0.2979452054794521,0.3247422680412371,0.21850899742930593,0.20408163265306123,1
5,2,1,0.5051546391752577,0.29336734693877553,6,0.7933333333333334,0.2636986301369863,0.020618556701030927,0.2622107969151671,0.29931972789115646,1
1,2,2,0.5876288659793814,0.3239795918367347,6,0.7983333333333333,0.3732876712328767,0.5979381443298969,0.32904884318766064,0.44897959183673475,1
3,1,1,0.7835051546391752,0.6862244897959183,16,0.43333333333333335,0.1267123287671233,0.4175257731958763,0.5526992287917738,0.5850340136054423,1
4,1,1,0.20618556701030927,0.12244897959183675,6,0.01333333333333342,0.11301369863013698,0.13402061855670103,0.16195372750642675,0.2108843537414966,0
4,2,2,0.5360824742268041,0.3137755102040816,18,0.81,0.0136986301369863,0.12886597938144329,0.532133676092545,0.44897959183673475,1
1,2,2,0.7422680412371133,0.7346938775510203,8,0.4950000000000001,0.4178082191780822,0.24742268041237112,0.41131105398457585,0.4761904761904762,1
4,1,2,0.5773195876288659,0.29846938775510207,12,0.8516666666666668,0.3253424657534247,0.4536082474226804,0.35732647814910024,0.2108843537414966,1
1,1,1,0.5773195876288659,0.3239795918367347,12,0.9366666666666668,0.3904109589041096,0.4329896907216495,0.30077120822622105,0.2653061224489796,1
3,2,1,0.4742268041237113,0.35459183673469385,12,0.11499999999999999,0.11301369863013698,0.010309278350515464,0.35218508997429304,0.20408163265306123,0
1,2,1,0.7422680412371133,0.6020408163265305,4,0.645,0.7157534246575342,0.5618556701030928,0.6632390745501286,0.380952380952381,1
0,2,1,0.9690721649484535,0.4923469387755102,12,0.33333333333333337,0.7397260273972602,0.03608247422680412,0.9588688946015425,0.7414965986394558,0
2,2,1,0.0,0.005102040816326529,6,0.7433333333333334,0.017123287671232876,0.0,0.005141388174807198,0.0,1
4,2,2,0.05154639175257732,0.04591836734693877,14,0.5316666666666667,0.0684931506849315,0.03608247422680412,0.053984575835475584,0.06802721088435375,1
2,2,2,0.7628865979381443,0.41836734693877553,20,0.6533333333333333,0.3424657534246575,0.49484536082474223,0.6375321336760926,0.5034013605442177,1
1,2,1,0.12371134020618556,0.07653061224489796,18,0.03500000000000003,0.03424657534246575,0.07731958762886598,0.06940874035989716,0.04761904761904762,0
2,2,1,0.3711340206185567,0.375,14,0.7166666666666668,0.3732876712328767,0.14948453608247422,0.26735218508997427,0.2448979591836735,1
3,2,2,0.2577319587628866,0.26785714285714285,6,0.30000000000000004,0.1541095890410959,0.0,0.2570694087403599,0.2380952380952381,0
2,2,1,0.49484536082474223,0.2653061224489796,2,0.7550000000000001,0.4349315068493151,0.46391752577319584,0.2879177377892031,0.38775510204081637,1
4,1,1,0.9072164948453607,0.7295918367346939,6,0.5616666666666668,0.3904109589041096,0.06185567010309278,0.840616966580977,0.326530612244898,1
3,1,2,0.36082474226804123,0.22193877551020405,6,0.30500000000000005,0.3219178082191781,0.020618556701030927,0.24678663239074553,0.2448979591836735,0
4,2,1,0.010309278350515462,0.020408163265306124,4,0.025000000000000022,0.0273972602739726,0.005154639175257732,0.015424164524421594,0.006802721088435375,1
4,1,2,0.16494845360824742,0.09693877551020408,8,0.7950000000000002,0.07876712328767123,0.12886597938144329,0.08483290488431876,0.1292517006802721,1
2,1,2,0.7938144329896907,0.44387755102040816,4,0.17000000000000004,0.7191780821917808,0.6082474226804123,0.6503856041131106,0.5714285714285715,0
4,1,1,0.1958762886597938,0.18877551020408162,8,0.32166666666666677,0.1506849315068493,0.020618556701030927,0.10539845758354756,0.08843537414965986,0
0,1,1,0.07216494845360825,0.07142857142857142,4,0.09166666666666667,0.06164383561643835,0.005154639175257732,0.06940874035989716,0.034013605442176874,1
3,1,2,0.9999999999999999,0.5943877551020408,18,0.42833333333333334,0.6301369863013698,0.44329896907216493,0.5835475578406171,0.6190476190476191,1
0,2,1,0.556701030927835,0.5025510204081632,20,0.51,0.2465753424657534,0.02577319587628866,0.506426735218509,0.5170068027210885,1
1,2,1,0.5979381443298969,0.30357142857142855,16,0.7383333333333335,0.3047945205479452,0.13402061855670103,0.5218508997429306,0.19727891156462588,1
5,2,2,0.5670103092783505,0.461734693877551,4,0.4650000000000001,0.4417808219178082,0.20618556701030927,0.43444730077120824,0.33333333333333337,1
0,1,1,0.9072164948453607,0.836734693877551,20,0.7233333333333334,0.09931506849315068,0.30412371134020616,0.6426735218508998,0.7006802721088435,1
0,1,2,0.7319587628865979,0.4030612244897959,2,0.31666666666666676,0.2636986301369863,0.07216494845360824,0.5526992287917738,0.7278911564625851,0
5,1,2,0.5257731958762886,0.5153061224489796,16,0.8366666666666667,0.386986301369863,0.36597938144329895,0.5347043701799487,0.27891156462585037,1
1,2,1,0.3402061855670103,0.18112244897959182,16,0.9450000000000001,0.02054794520547945,0.3402061855670103,0.2365038560411311,0.14285714285714288,1
0,2,2,0.08247422680412371,0.04846938775510204,12,0.0033333333333334103,0.07876712328767123,0.020618556701030927,0.08740359897172237,0.09523809523809525,0
0,2,2,0.5051546391752577,0.49999999999999994,12,0.9450000000000001,0.06506849315068493,0.36597938144329895,0.46272493573264784,0.38775510204081637,1
0,1,1,0.27835051546391754,0.24489795918367344,8,0.020000000000000018,0.06506849315068493,0.23195876288659792,0.2802056555269923,0.25170068027210885,0
3,2,2,0.7628865979381443,0.47959183673469385,14,0.77,0.5102739726027398,0.7731958762886598,0.596401028277635,0.49659863945578236,1
5,2,1,0.5979381443298969,0.3673469387755102,18,0.27,0.5308219178082192,0.5,0.34704370179948585,0.2380952380952381,0
1,1,2,0.6288659793814433,0.45663265306122447,18,0.915,0.1506849315068493,0.29896907216494845,0.390745501285347,0.35374149659863946,1
3,2,2,0.17525773195876287,0.18112244897959182,18,0.4866666666666667,0.0821917808219178,0.15463917525773196,0.14652956298200515,0.12244897959183675,1
4,1,2,0.04123711340206185,0.028061224489795915,4,0.3450000000000001,0.010273972602739725,0.015463917525773195,0.03598971722365039,0.0272108843537415,0
2,2,1,0.4020618556701031,0.28316326530612246,14,0.3416666666666667,0.2808219178082192,0.3865979381443299,0.2519280205655527,0.3741496598639456,0
0,2,1,0.061855670103092786,0.07397959183673469,8,0.27833333333333343,0.03424657534246575,0.020618556701030927,0.07197943444730077,0.054421768707483,0
2,2,2,0.6597938144329897,0.5765306122448979,16,0.405,0.08904109589041095,0.5670103092783505,0.6683804627249358,0.5782312925170069,0
4,1,1,0.010309278350515462,0.020408163265306124,12,0.6233333333333333,0.023972602739726026,0.0,0.012853470437017997,0.01360544217687075,1
3,1,2,0.6082474226804123,0.336734693877551,2,0.6950000000000001,0.541095890410959,0.21649484536082475,0.40616966580976865,0.23129251700680273,1
5,2,1,0.4742268041237113,0.4260204081632653,10,0.6100000000000001,0.2363013698630137,0.27835051546391754,0.3110539845758355,0.19727891156462588,1
4,2,2,0.44329896907216493,0.4336734693877551,18,0.8833333333333335,0.010273972602739725,0.21649484536082475,0.30077120822622105,0.17006802721088438,1
2,1,2,0.3711340206185567,0.23214285714285712,16,0.13833333333333342,0.2876712328767123,0.02577319587628866,0.22879177377892032,0.1564625850340136,0
2,1,1,0.7010309278350515,0.4744897959183673,8,0.4733333333333334,0.4486301369863014,0.7010309278350515,0.5218508997429306,0.34013605442176875,1
2,2,2,0.4329896907216495,0.35459183673469385,18,0.8316666666666668,0.2191780821917808,0.4020618556701031,0.2699228791773779,0.163265306122449,1
5,1,2,0.5257731958762886,0.4872448979591837,6,0.3500000000000001,0.5068493150684932,0.36082474226804123,0.34190231362467866,0.25170068027210885,0
0,2,1,0.24742268041237112,0.14285714285714285,6,0.45333333333333337,0.20205479452054792,0.15979381443298968,0.17994858611825196,0.2585034013605442,1
3,2,2,0.3195876288659794,0.32653061224489793,2,0.42333333333333334,0.2089041095890411,0.12886597938144329,0.16452442159383035,0.2585034013605442,1
1,2,1,0.10309278350515463,0.11479591836734694,6,0.07333333333333336,0.10273972602739725,0.08762886597938144,0.07455012853470437,0.08843537414965986,0
3,1,2,0.422680412371134,0.211734693877551,8,0.9683333333333335,0.3150684931506849,0.26804123711340205,0.37789203084832906,0.3741496598639456,1
0,2,1,0.845360824742268,0.6862244897959183,10,0.3566666666666667,0.08904109589041095,0.32989690721649484,0.5089974293059126,0.489795918367347,0
0,1,2,0.04123711340206185,0.038265306122448974,18,0.8266666666666667,0.03767123287671233,0.03608247422680412,0.023136246786632394,0.034013605442176874,1
2,1,1,0.4639175257731959,0.40561224489795916,12,0.8366666666666667,0.0821917808219178,0.27835051546391754,0.37275064267352187,0.45578231292517013,1
3,1,2,0.4123711340206186,0.3112244897959184,20,0.125,0.04794520547945205,0.26288659793814434,0.27249357326478146,0.163265306122449,0
2,1,2,0.422680412371134,0.3673469387755102,2,0.9516666666666667,0.14383561643835618,0.37628865979381443,0.3496143958868895,0.29931972789115646,1
0,2,2,0.061855670103092786,0.0663265306122449,2,0.2316666666666667,0.00684931506849315,0.04639175257731959,0.06169665809768638,0.0816326530612245,1
0,2,1,0.9381443298969071,0.808673469387755,8,0.2300000000000001,0.8527397260273972,0.32989690721649484,0.8894601542416454,0.8435374149659864,0
5,2,2,0.6185567010309277,0.34183673469387754,2,0.28,0.11643835616438356,0.634020618556701,0.3496143958868895,0.3741496598639456,0
3,1,1,0.3402061855670103,0.2525510204081633,12,0.5750000000000002,0.3595890410958904,0.29381443298969073,0.2493573264781491,0.163265306122449,1
2,1,1,0.3505154639175258,0.2270408163265306,18,0.6666666666666667,0.1541095890410959,0.09278350515463918,0.26735218508997427,0.2380952380952381,1
5,1,1,0.9587628865979381,0.9285714285714285,16,0.08000000000000007,0.1232876712328767,0.1134020618556701,0.8046272493573265,0.7755102040816327,0
5,1,1,0.04123711340206185,0.028061224489795915,10,0.9616666666666667,0.05136986301369863,0.020618556701030927,0.043701799485861184,0.04761904761904762,1
0,2,1,0.3711340206185567,0.37244897959183676,6,0.9983333333333335,0.2705479452054795,0.03092783505154639,0.3110539845758355,0.1904761904761905,1
3,1,1,0.12371134020618556,0.0816326530612245,12,0.5166666666666668,0.04452054794520548,0.03092783505154639,0.08997429305912596,0.09523809523809525,1
1,2,2,0.6288659793814433,0.6020408163265305,4,0.7366666666666668,0.0547945205479452,0.36597938144329895,0.5526992287917738,0.29251700680272114,1
1,2,1,0.26804123711340205,0.1607142857142857,18,0.8350000000000002,0.1404109589041096,0.25257731958762886,0.17480719794344474,0.25170068027210885,1
4,1,1,0.5360824742268041,0.42857142857142855,2,0.3883333333333334,0.476027397260274,0.26288659793814434,0.30591259640102825,0.3197278911564626,1
3,2,1,0.6288659793814433,0.6020408163265305,16,0.5933333333333335,0.4383561643835617,0.47938144329896903,0.38303341902313626,0.34693877551020413,1
3,1,1,0.3814432989690722,0.35714285714285715,18,0.8083333333333333,0.3767123287671233,0.3917525773195876,0.3496143958868895,0.33333333333333337,1
2,1,1,0.4123711340206186,0.39285714285714285,2,0.053333333333333344,0.24315068493150682,0.03608247422680412,0.33419023136246784,0.20408163265306123,1
0,1,2,0.29896907216494845,0.19897959183673466,18,0.78,0.017123287671232876,0.08247422680412371,0.29048843187660667,0.163265306122449,1
1,1,2,0.32989690721649484,0.211734693877551,6,0.5666666666666667,0.2671232876712329,0.05154639175257732,0.19280205655526994,0.29931972789115646,1
4,2,2,0.13402061855670103,0.07142857142857142,6,0.9750000000000001,0.00684931506849315,0.14432989690721648,0.08997429305912596,0.1292517006802721,1
3,2,1,0.07216494845360825,0.0433673469387755,18,0.7866666666666668,0.0821917808219178,0.03608247422680412,0.08226221079691516,0.054421768707483,1
4,1,1,0.7835051546391752,0.645408163265306,4,0.6083333333333334,0.03767123287671233,0.11855670103092783,0.6940874035989718,0.5578231292517007,1
1,2,1,0.3402061855670103,0.2602040816326531,20,0.2566666666666667,0.2876712328767123,0.20618556701030927,0.18766066838046275,0.14285714285714288,0
1,2,2,0.845360824742268,0.8214285714285714,14,0.6633333333333333,0.708904109589041,0.30412371134020616,0.4370179948586118,0.8299319727891157,1
4,2,1,0.6391752577319587,0.5357142857142857,20,0.053333333333333344,0.1267123287671233,0.4690721649484536,0.4087403598971722,0.54421768707483,0
1,2,2,0.9690721649484535,0.7142857142857142,6,0.3933333333333334,0.6438356164383562,0.47938144329896903,0.6940874035989718,0.40816326530612246,0
5,2,1,0.1958762886597938,0.15816326530612243,10,0.8266666666666667,0.08561643835616438,0.14432989690721648,0.17994858611825196,0.1836734693877551,1
2,2,1,0.5979381443298969,0.49999999999999994,8,0.31000000000000005,0.4178082191780822,0.4175257731958763,0.5089974293059126,0.44897959183673475,0
0,2,1,0.8350515463917525,0.42091836734693877,18,0.20333333333333337,0.2773972602739726,0.5463917525773195,0.5912596401028278,0.7755102040816327,0
1,2,1,0.5257731958762886,0.4642857142857143,6,0.3350000000000001,0.2328767123287671,0.44329896907216493,0.4190231362467866,0.29251700680272114,0
1,2,1,0.979381443298969,0.5918367346938774,4,0.6100000000000001,0.5205479452054794,0.4845360824742268,0.5912596401028278,0.54421768707483,1
3,2,1,0.8247422680412371,0.413265306122449,18,0.1183333333333334,0.6541095890410958,0.06185567010309278,0.46786632390745503,0.5578231292517007,0
5,1,2,0.32989690721649484,0.1683673469387755,14,0.020000000000000018,0.06506849315068493,0.020618556701030927,0.2570694087403599,0.2585034013605442,0
5,1,2,0.26804123711340205,0.2729591836734694,12,0.7550000000000001,0.136986301369863,0.23711340206185566,0.26735218508997427,0.163265306122449,1
0,2,1,0.22680412371134018,0.12499999999999999,16,0.7333333333333334,0.2191780821917808,0.05154639175257732,0.18508997429305915,0.19727891156462588,1
1,1,2,0.8247422680412371,0.6045918367346939,4,0.10999999999999999,0.3767123287671233,0.7835051546391752,0.6401028277634963,0.7074829931972789,0
4,2,2,0.4123711340206186,0.2755102040816327,8,0.3766666666666667,0.4006849315068493,0.010309278350515464,0.4241645244215938,0.33333333333333337,0
4,1,1,0.5463917525773195,0.36989795918367346,10,0.09000000000000008,0.5513698630136986,0.17525773195876287,0.5372750642673523,0.5238095238095238,0
5,2,1,0.27835051546391754,0.1530612244897959,6,0.6983333333333335,0.273972602739726,0.08247422680412371,0.19794344473007713,0.108843537414966,1
5,2,2,0.6288659793814433,0.5051020408163265,12,0.79,0.5376712328767124,0.6082474226804123,0.4087403598971722,0.39455782312925175,1
5,2,1,0.979381443298969,0.7346938775510203,18,0.72,0.1643835616438356,0.38144329896907214,0.9074550128534705,0.8435374149659864,1
1,2,2,0.6494845360824741,0.4005102040816326,6,0.9366666666666668,0.07191780821917808,0.0,0.609254498714653,0.6598639455782314,1
5,2,2,0.4845360824742268,0.26785714285714285,18,0.5216666666666667,0.2363013698630137,0.041237113402061855,0.36503856041131105,0.36054421768707484,1
5,1,1,0.6907216494845361,0.413265306122449,6,0.245,0.14383561643835618,0.020618556701030927,0.35475578406169667,0.44897959183673475,0
4,2,1,0.09278350515463918,0.06887755102040817,4,0.7166666666666668,0.0136986301369863,0.03092783505154639,0.08483290488431876,0.07482993197278912,1
2,2,1,0.7835051546391752,0.7474489795918366,14,0.44666666666666677,0.0,0.44329896907216493,0.686375321336761,0.489795918367347,1
2,1,1,0.8247422680412371,0.5943877551020408,6,0.32500000000000007,0.791095890410959,0.5463917525773195,0.6915167095115682,0.41496598639455784,0
5,2,1,0.6701030927835051,0.5943877551020408,14,0.9233333333333333,0.10616438356164383,0.17010309278350516,0.4910025706940874,0.5102040816326531,1
3,1,1,0.7422680412371133,0.38010204081632654,10,0.41333333333333344,0.5753424657534246,0.6597938144329897,0.4884318766066838,0.326530612244898,0
1,2,2,0.10309278350515463,0.06122448979591836,14,0.7983333333333333,0.023972602739726026,0.1134020618556701,0.053984575835475584,0.04081632653061225,1
0,2,2,0.9587628865979381,0.6249999999999999,2,0.44000000000000006,0.5993150684931506,0.8247422680412371,0.49614395886889456,0.8163265306122449,1
5,2,1,0.3917525773195876,0.20153061224489793,2,0.45166666666666677,0.1232876712328767,0.39690721649484534,0.2365038560411311,0.29931972789115646,1
0,2,1,0.8659793814432989,0.8239795918367346,8,0.7966666666666669,0.7397260273972602,0.7268041237113402,0.8560411311053985,0.7482993197278912,1
